,Date,Close,High,Low,Open,Volume,3D_MA,5D_MA,3D_EMA,5D_EMA,Ticker
20,2024-03-28,180.3800048828125,181.6999969482422,179.25999450683594,180.1699981689453,38051600,179.50333658854166,179.41800231933593,179.80317193444353,179.33539609342648,AMZN
21,2024-04-01,180.97000122070312,183.0,179.9499969482422,180.7899932861328,29174500,180.3933359781901,179.83800354003907,180.38658657757333,179.88026446918536,AMZN
22,2024-04-02,180.69000244140625,180.7899932861328,178.3800048828125,179.07000732421875,32611500,180.68000284830728,180.03400268554688,180.5382945094898,180.15017712659233,AMZN
23,2024-04-03,182.41000366210938,182.8699951171875,179.8000030517578,179.89999389648438,31046600,181.3566691080729,180.8560028076172,181.47414908579958,180.90345263843136,AMZN
24,2024-04-04,180.0,185.10000610351562,180.0,184.0,41624300,181.03333536783853,180.89000244140624,180.7370745428998,180.60230175895424,AMZN
25,2024-04-05,185.07000732421875,186.27000427246094,181.97000122070312,182.3800048828125,42335200,182.49333699544272,181.8280029296875,182.90354093355927,182.09153694737574,AMZN
26,2024-04-08,185.19000244140625,187.2899932861328,184.80999755859375,186.89999389648438,39221300,183.42000325520834,182.67200317382813,184.04677168748276,183.12435877871926,AMZN
27,2024-04-09,185.6699981689453,187.33999633789062,184.1999969482422,187.24000549316406,36546900,185.31000264485678,183.66800231933593,184.85838492821404,183.97290524212795,AMZN
28,2024-04-10,185.9499969482422,186.27000427246094,182.6699981689453,182.77000427246094,35879200,185.60333251953125,184.3760009765625,185.4041909382281,184.63193581083272,AMZN
29,2024-04-11,189.0500030517578,189.77000427246094,185.50999450683594,186.74000549316406,40020700,186.88999938964844,186.18600158691407,187.22709699499296,186.1046248911411,AMZN
30,2024-04-12,186.1300048828125,188.3800048828125,185.0800018310547,187.72000122070312,38554300,187.0433349609375,186.39800109863282,186.67855093890273,186.1130848883649,AMZN
31,2024-04-15,183.6199951171875,188.69000244140625,183.0,187.42999267578125,48052400,186.26666768391928,186.08399963378906,185.14927302804512,185.28205496463912,AMZN
32,2024-04-16,183.32000732421875,184.8300018310547,182.25999450683594,183.27000427246094,32891300,184.3566691080729,185.61400146484374,184.23464017613193,184.628039084499,AMZN
33,2024-04-17,181.27999877929688,184.57000732421875,179.82000732421875,184.30999755859375,31359700,182.74000040690103,184.68000183105468,182.75731947771442,183.51202564943162,AMZN
34,2024-04-18,179.22000122070312,182.38999938964844,178.64999389648438,181.47000122070312,30723800,181.2733357747396,182.71400146484376,180.98866034920877,182.08135083985547,AMZN
35,2024-04-19,174.6300048828125,179.0,173.44000244140625,178.74000549316406,55950000,178.37666829427084,180.41400146484375,177.80933261601064,179.59756885417448,AMZN
36,2024-04-22,177.22999572753906,178.8699951171875,174.55999755859375,176.94000244140625,37924900,177.02666727701822,179.13600158691406,177.51966417177485,178.80837781196269,AMZN
37,2024-04-23,179.5399932861328,179.92999267578125,175.97999572753906,178.0800018310547,37046500,177.13333129882812,178.37999877929687,178.52982872895382,179.05224963668607,AMZN
38,2024-04-24,176.58999633789062,180.32000732421875,176.17999267578125,179.94000244140625,34185100,177.78666178385416,177.44199829101564,177.55991253342222,178.2314985370876,AMZN
39,2024-04-25,173.6699981689453,173.9199981689453,166.32000732421875,169.67999267578125,49249400,176.5999959309896,176.33199768066407,175.61495535118377,176.7109984143735,AMZN
40,2024-04-26,179.6199951171875,180.82000732421875,176.1300048828125,177.8000030517578,43919800,176.6266632080078,177.32999572753906,177.61747523418563,177.68066398197817,AMZN
41,2024-04-29,180.9600067138672,183.52999877929688,179.38999938964844,182.75,54063900,178.08333333333334,178.07599792480468,179.2887409740264,178.7737782259412,AMZN
42,2024-04-30,175.0,182.99000549316406,174.8000030517578,181.08999633789062,94639800,178.52666727701822,177.16799926757812,177.1443704870132,177.51585215062747,AMZN
43,2024-05-01,179.0,185.14999389648438,176.55999755859375,181.63999938964844,94645100,178.32000223795572,177.65,178.0721852435066,178.0105681004183,AMZN
44,2024-05-02,184.72000122070312,185.10000610351562,179.91000366210938,180.85000610351562,54303500,179.57333374023438,179.86000061035156,181.39609323210487,180.24704580717992,AMZN
45,2024-05-03,186.2100067138672,187.8699951171875,185.4199981689453,186.99000549316406,39172000,183.31000264485678,181.1780029296875,183.80304997298603,182.23469944274234,AMZN
46,2024-05-06,188.6999969482422,188.75,184.8000030517578,186.27999877929688,34725300,186.5433349609375,182.7260009765625,186.25152346061412,184.3897986112423,AMZN
47,2024-05-07,188.75999450683594,189.94000244140625,187.30999755859375,188.9199981689453,34048900,187.88999938964844,185.47799987792968,187.50575898372503,185.8465305764402,AMZN
48,2024-05-08,188.0,188.42999267578125,186.38999938964844,187.44000244140625,26136400,188.48666381835938,187.2779998779297,187.75287949186253,186.5643537176268,AMZN
49,2024-05-09,189.5,191.6999969482422,187.44000244140625,188.8800048828125,43368400,188.75333150227866,188.23399963378907,188.62643974593126,187.5429024784179,AMZN
50,2024-05-10,187.47999572753906,189.88999938964844,186.92999267578125,189.16000366210938,34141800,188.32666524251303,188.48799743652344,188.05321773673518,187.5219335614583,AMZN
51,2024-05-13,186.57000732421875,188.30999755859375,185.36000061035156,188.0,24898600,187.8500010172526,188.06199951171874,187.31161253047696,187.20462481571178,AMZN
52,2024-05-14,187.07000732421875,187.72000122070312,183.4499969482422,183.82000732421875,38698200,187.04000345865884,187.7240020751953,187.19080992734786,187.15975231854745,AMZN
53,2024-05-15,185.99000549316406,186.72000122070312,182.72999572753906,185.97000122070312,75459900,186.54334004720053,187.32200317382814,186.59040771025596,186.76983671008634,AMZN
54,2024-05-16,183.6300048828125,187.30999755859375,183.4600067138672,185.60000610351562,38834500,185.56333923339844,186.14800415039062,185.11020629653422,185.72322610099508,AMZN
55,2024-05-17,184.6999969482422,185.3000030517578,183.35000610351562,183.75999450683594,33175700,184.7733357747396,185.59200439453124,184.9051016223882,185.38214971674412,AMZN
56,2024-05-20,183.5399932861328,186.6699981689453,183.27999877929688,184.33999633789062,30511800,183.9566650390625,184.98600158691406,184.2225474542605,184.76809757320703,AMZN
57,2024-05-21,183.14999389648438,183.25999450683594,180.75,182.3000030517578,50839100,183.79666137695312,184.20199890136718,183.68627067537244,184.22872968096615,AMZN
58,2024-05-22,183.1300048828125,185.22000122070312,181.97000122070312,183.8800048828125,28148800,183.27333068847656,183.62999877929687,183.40813777909247,183.8624880815816,AMZN
59,2024-05-23,181.0500030517578,184.75999450683594,180.0800018310547,183.66000366210938,33670200,182.4433339436849,183.11399841308594,182.22907041542516,182.92499307164036,AMZN
60,2024-05-24,180.75,182.44000244140625,180.3000030517578,181.64999389648438,27434100,181.6433359781901,182.3239990234375,181.48953520771258,182.19999538109357,AMZN
61,2024-05-28,182.14999389648438,182.24000549316406,179.49000549316406,179.92999267578125,29927000,181.31666564941406,182.0459991455078,181.8197645520985,182.18332821955718,AMZN
62,2024-05-29,182.02000427246094,184.0800018310547,181.5500030517578,181.6999969482422,32009300,181.63999938964844,181.82000122070312,181.9198844122797,182.12888690385844,AMZN
63,2024-05-30,179.32000732421875,181.33999633789062,178.36000061035156,181.30999755859375,29249200,181.16333516438803,181.05800170898436,180.61994586824923,181.1925937106452,AMZN
64,2024-05-31,176.44000244140625,179.2100067138672,173.8699951171875,178.3000030517578,58903900,179.26000467936197,180.13600158691406,178.52997415482776,179.6083966208989,AMZN
65,2024-06-03,178.33999633789062,178.6999969482422,175.9199981689453,177.6999969482422,30786600,178.03333536783853,179.65400085449218,178.4349852463592,179.18559652656282,AMZN
66,2024-06-04,179.33999633789062,179.82000732421875,176.44000244140625,177.63999938964844,27198400,178.03999837239584,179.09200134277344,178.8874907921249,179.23706313033875,AMZN
67,2024-06-05,181.27999877929688,181.5,178.75,180.10000610351562,32116400,179.65333048502603,178.94400024414062,180.0837447857109,179.91804167999146,AMZN
68,2024-06-06,185.0,185.0,181.49000549316406,181.75,31371200,181.87333170572916,180.0799987792969,182.54187239285545,181.61202778666097,AMZN
69,2024-06-07,184.3000030517578,186.2899932861328,183.36000061035156,184.89999389648438,28021500,183.52666727701822,181.6519989013672,183.42093772230663,182.50801954169327,AMZN
70,2024-06-10,187.05999755859375,187.22999572753906,183.7899932861328,184.07000732421875,34494500,185.45333353678384,183.3959991455078,185.2404676404502,184.02534554732676,AMZN
71,2024-06-11,187.22999572753906,187.77000427246094,184.5399932861328,187.05999755859375,27265100,186.19666544596353,184.9739990234375,186.23523168399464,185.0935622740642,AMZN
72,2024-06-12,186.88999938964844,188.35000610351562,185.42999267578125,188.02000427246094,33984200,187.05999755859375,186.09599914550782,186.56261553682154,185.6923746459256,AMZN
73,2024-06-13,183.8300018310547,187.6699981689453,182.6699981689453,186.08999633789062,39721500,185.98333231608072,185.86199951171875,185.19630868393813,185.0715837076353,AMZN
74,2024-06-14,183.66000366210938,183.72000122070312,182.22999572753906,183.0800018310547,25456400,184.7933349609375,185.73399963378907,184.42815617302375,184.60105702579335,AMZN
75,2024-06-17,184.05999755859375,185.0,181.22000122070312,182.52000427246094,35601900,183.8500010172526,185.13399963378907,184.24407686580875,184.42070387006015,AMZN
76,2024-06-18,182.80999755859375,184.2899932861328,181.42999267578125,183.74000549316406,36659200,183.50999959309897,184.25,183.52703721220126,183.88380176623804,AMZN
77,2024-06-20,186.10000610351562,186.50999450683594,182.72000122070312,182.91000366210938,44726800,184.32333374023438,184.09200134277344,184.81352165785844,184.62253654533058,AMZN
78,2024-06-21,189.0800018310547,189.27999877929688,185.86000061035156,187.8000030517578,72931800,185.99666849772134,185.14200134277343,186.94676174445658,186.10835830723863,AMZN
79,2024-06-24,185.57000732421875,191.0,185.3300018310547,189.3300018310547,50610400,186.9166717529297,185.5240020751953,186.25838453433767,185.92890797956534,AMZN
80,2024-06-25,186.33999633789062,188.83999633789062,185.4199981689453,186.80999755859375,45898500,186.99666849772134,185.9800018310547,186.29919043611415,186.06593743234043,AMZN
81,2024-06-26,193.61000061035156,194.8000030517578,186.25999450683594,186.9199981689453,65103900,188.5066680908203,188.14000244140624,189.95459552323285,188.58062515834416,AMZN
82,2024-06-27,197.85000610351562,199.83999633789062,194.1999969482422,195.00999450683594,74397500,192.6000010172526,190.49000244140626,193.90230081337424,191.67041880673466,AMZN
83,2024-06-28,193.25,198.85000610351562,192.5,197.72999572753906,76930200,194.90333557128906,191.32400207519532,193.57615040668713,192.19694587115646,AMZN
84,2024-07-01,197.1999969482422,198.3000030517578,192.82000732421875,193.49000549316406,41192000,196.1000010172526,193.65,195.38807367746466,193.86462956351838,AMZN
85,2024-07-02,200.0,200.42999267578125,195.92999267578125,197.27999877929688,45600000,196.81666564941406,196.3820007324219,197.69403683873233,195.90975304234559,AMZN
86,2024-07-03,197.58999633789062,200.02999877929688,196.75999450683594,199.94000244140625,31597900,198.2633310953776,197.1779998779297,197.6420165883115,196.4698341408606,AMZN
87,2024-07-05,200.0,200.5500030517578,198.1699981689453,198.64999389648438,39858900,199.19666544596353,197.60799865722657,198.82100829415575,197.64655609390707,AMZN
88,2024-07-08,199.2899932861328,201.1999969482422,197.9600067138672,200.0399932861328,34767300,198.95999654134116,198.8159973144531,199.05550079014427,198.19436849131569,AMZN
89,2024-07-09,199.33999633789062,200.57000732421875,199.0500030517578,199.39999389648438,32700100,199.54332987467447,199.2439971923828,199.19774856401745,198.576244440174,AMZN
90,2024-07-10,199.7899932861328,200.11000061035156,197.69000244140625,200.0,32883800,199.47332763671875,199.20199584960938,199.49387092507513,198.98082738882695,AMZN
91,2024-07-11,195.0500030517578,200.27000427246094,192.86000061035156,200.08999633789062,44565000,198.05999755859375,198.69399719238282,197.27193698841648,197.6705526098039,AMZN
92,2024-07-12,194.49000549316406,196.47000122070312,193.8300018310547,194.8000030517578,30598500,196.4433339436849,197.5919982910156,195.88097124079027,196.61037023759064,AMZN
93,2024-07-15,192.72000122070312,196.19000244140625,190.8300018310547,194.55999755859375,40683200,194.086669921875,196.2779998779297,194.30048623074669,195.3135805652948,AMZN
94,2024-07-16,193.02000427246094,196.6199951171875,192.24000549316406,195.58999633789062,33994700,193.41000366210938,195.01400146484374,193.6602452516038,194.54905513435023,AMZN
95,2024-07-17,187.92999267578125,191.5800018310547,185.99000549316406,191.35000610351562,48076100,191.22333272298178,192.64200134277343,190.79511896369252,192.34270098149392,AMZN
96,2024-07-18,183.75,189.67999267578125,181.4499969482422,189.58999633789062,51043600,188.23333231608072,190.3820007324219,187.27255948184626,189.47846732099597,AMZN
97,2024-07-19,183.1300048828125,184.92999267578125,180.11000061035156,181.13999938964844,43081800,184.9366658528646,188.11000061035156,185.20128218232938,187.36231317493483,AMZN
98,2024-07-22,182.5500030517578,185.05999755859375,182.47999572753906,185.0,39931900,183.1433359781901,186.0760009765625,183.87564261704358,185.7582098005425,AMZN
99,2024-07-23,186.41000366210938,189.38999938964844,183.55999755859375,184.10000610351562,47537700,184.0300038655599,184.75400085449218,185.14282313957648,185.9754744210648,AMZN
100,2024-07-24,180.8300018310547,185.4499969482422,180.41000366210938,183.1999969482422,41532400,183.26333618164062,183.33400268554686,182.98641248531558,184.26031689106145,AMZN
101,2024-07-25,179.85000610351562,183.89999389648438,176.8000030517578,182.91000366210938,44464200,182.36333719889322,182.55400390625,181.4182092944156,182.79021329521285,AMZN
102,2024-07-26,182.5,183.19000244140625,180.24000549316406,180.38999938964844,29506000,181.06000264485678,182.4280029296875,181.9591046472078,182.6934755301419,AMZN
103,2024-07-29,183.1999969482422,184.75,182.3800048828125,183.83999633789062,33270100,181.8500010172526,182.55800170898436,182.579550797725,182.86231600284202,AMZN
104,2024-07-30,181.7100067138672,185.86000061035156,179.3800048828125,184.72000122070312,39508600,182.47000122070312,181.61800231933594,182.1447787557961,182.4782129065171,AMZN
105,2024-07-31,186.97999572753906,187.94000244140625,184.4600067138672,185.0500030517578,41667300,183.9633331298828,182.8480010986328,184.56238724166758,183.9788071801911,AMZN
106,2024-08-01,184.07000732421875,190.60000610351562,181.8699951171875,189.2899932861328,70435600,184.25333658854166,183.69200134277344,184.31619728294316,184.00920722820032,AMZN
107,2024-08-02,167.89999389648438,168.77000427246094,160.5500030517578,166.75,141448400,179.6499989827474,180.77200012207032,176.10809558971377,178.63946945096168,AMZN
108,2024-08-05,161.02000427246094,162.9600067138672,151.61000061035156,154.2100067138672,83149400,170.99666849772134,176.33600158691405,168.56404993108737,172.76631439146144,AMZN
109,2024-08-06,161.92999267578125,165.0800018310547,158.5399932861328,161.7100067138672,59950800,163.61666361490884,172.37999877929687,165.2470213034343,169.1542071529014,AMZN
110,2024-08-07,162.77000427246094,167.5800018310547,161.42999267578125,166.5500030517578,48408200,161.90666707356772,167.53800048828126,164.0085127879476,167.02613952608792,AMZN
111,2024-08-08,165.8000030517578,166.69000244140625,162.5500030517578,165.1699981689453,44616200,163.5,163.88399963378907,164.9042579198527,166.61742736797788,AMZN
112,2024-08-09,166.94000244140625,168.5500030517578,165.85000610351562,166.39999389648438,36401000,165.17000325520834,163.69200134277344,165.9221301806295,166.72495239245401,AMZN
113,2024-08-12,166.8000030517578,168.5500030517578,166.11000061035156,168.13999938964844,30072800,166.51333618164062,164.8480010986328,166.36106661619365,166.7499692788886,AMZN
114,2024-08-13,170.22999572753906,171.0399932861328,167.10000610351562,167.80999755859375,39237900,167.99000040690103,166.50800170898438,168.29553117186634,167.90997809510543,AMZN
115,2024-08-14,170.10000610351562,172.27999877929688,168.86000061035156,172.11000061035156,28843800,169.0433349609375,167.9740020751953,169.19776863769098,168.63998743124216,AMZN
116,2024-08-15,177.58999633789062,177.91000366210938,173.99000549316406,174.86000061035156,51698500,172.63999938964844,170.33200073242188,173.3938824877908,171.62332373345834,AMZN
117,2024-08-16,177.05999755859375,178.33999633789062,176.25999450683594,177.0399932861328,31489200,174.91666666666666,172.3559997558594,175.22694002319227,173.4355483418368,AMZN
118,2024-08-19,178.22000122070312,178.3000030517578,176.16000366210938,177.63999938964844,31129800,177.62333170572916,174.63999938964844,176.72347062194768,175.03036596812558,AMZN
119,2024-08-20,178.8800048828125,179.00999450683594,177.42999267578125,177.9199981689453,26255200,178.05333455403647,176.37000122070313,177.8017377523801,176.3135789396879,AMZN
120,2024-08-21,180.11000061035156,182.38999938964844,178.88999938964844,179.9199981689453,35599100,179.07000223795572,178.37200012207032,178.9558691813658,177.57905282990913,AMZN
121,2024-08-22,176.1300048828125,181.47000122070312,175.67999267578125,181.3800048828125,32047500,178.3733367919922,178.0800018310547,177.54293703208916,177.0960368475436,AMZN
122,2024-08-23,177.0399932861328,178.97000122070312,175.24000549316406,177.33999633789062,29150100,177.75999959309897,178.0760009765625,177.291465159111,177.07735566040668,AMZN
123,2024-08-26,175.5,177.47000122070312,174.3000030517578,176.6999969482422,22366200,176.22333272298178,177.53200073242186,176.3957325795555,176.55157044027112,AMZN
124,2024-08-27,173.1199951171875,174.88999938964844,172.25,174.14999389648438,29842000,175.2199961344401,176.37999877929687,174.7578638483715,175.40771199924325,AMZN
125,2024-08-28,170.8000030517578,173.69000244140625,168.9199981689453,173.69000244140625,29045000,173.13999938964844,174.51799926757812,172.77893345006464,173.8718090167481,AMZN
126,2024-08-29,172.1199951171875,174.2899932861328,170.80999755859375,173.22000122070312,26407800,172.0133310953776,173.71599731445312,172.44946428362607,173.28787105022792,AMZN
127,2024-08-30,178.5,178.89999389648438,172.60000610351562,172.77999877929688,43429400,173.8066660563151,174.00799865722655,175.47473214181304,175.02524736681863,AMZN
128,2024-09-03,176.25,178.25999450683594,175.25999450683594,177.5500030517578,37817500,175.62333170572916,174.15799865722656,175.86236607090652,175.43349824454577,AMZN
129,2024-09-04,173.3300018310547,175.97999572753906,172.5399932861328,174.47999572753906,30309200,176.02666727701822,174.2,174.59618395098062,174.7323327733821,AMZN
130,2024-09-05,177.88999938964844,179.8800048828125,175.0,175.0,40170500,175.82333374023438,175.6179992675781,176.24309167031453,175.78488831213755,AMZN
131,2024-09-06,171.38999938964844,178.3800048828125,171.16000366210938,177.24000549316406,41466500,174.20333353678384,175.4720001220703,173.81654552998148,174.31992533797452,AMZN
132,2024-09-09,175.39999389648438,175.85000610351562,173.50999450683594,174.52999877929688,29037400,174.8933308919271,174.85199890136718,174.60826971323291,174.67994819081116,AMZN
133,2024-09-10,179.5500030517578,180.5,176.7899932861328,177.49000549316406,36233800,175.44666544596353,175.51199951171876,177.07913638249536,176.30329981112672,AMZN
134,2024-09-11,184.52000427246094,184.99000549316406,175.72999572753906,180.10000610351562,42564700,179.82333374023438,177.75,180.79957032747814,179.04220129823813,AMZN
135,2024-09-12,187.0,187.41000366210938,183.5399932861328,184.8000030517578,33622500,183.69000244140625,179.5720001220703,183.89978516373907,181.69480086549208,AMZN
136,2024-09-13,186.49000549316406,188.5,185.91000366210938,187.0,26495400,186.00333658854166,182.59200134277344,185.19489532845157,183.2932024080494,AMZN
137,2024-09-16,184.88999938964844,185.80999755859375,183.36000061035156,185.2899932861328,26065500,186.12666829427084,184.49000244140626,185.04244735905002,183.82546806858244,AMZN
138,2024-09-17,186.8800048828125,189.4499969482422,186.13999938964844,186.85000610351562,26091700,186.086669921875,185.95600280761718,185.96122612093126,184.84364700665913,AMZN
139,2024-09-18,186.42999267578125,188.8000030517578,185.05999755859375,186.4499969482422,34448100,186.06666564941406,186.33800048828124,186.19560939835625,185.3724288963665,AMZN
140,2024-09-19,189.8699951171875,190.99000549316406,188.47000122070312,190.0399932861328,39543200,187.7266642252604,186.91199951171876,188.0328022577719,186.87161763664017,AMZN
141,2024-09-20,191.60000610351562,191.83999633789062,187.41000366210938,190.22999572753906,100378600,189.29999796549478,187.93399963378906,189.81640418064376,188.44774712559865,AMZN
142,2024-09-23,193.8800048828125,194.4499969482422,190.57000732421875,191.63999938964844,36993100,191.78333536783853,189.73200073242188,191.84820453172813,190.2584997113366,AMZN
143,2024-09-24,193.9600067138672,195.3699951171875,190.1300048828125,194.27000427246094,43478900,193.14667256673178,191.14800109863282,192.90410562279766,191.4923353788468,AMZN
144,2024-09-25,192.52999877929688,193.9499969482422,192.16000366210938,193.75,26391100,193.45667012532553,192.36800231933594,192.71705220104727,191.83822317899683,AMZN
145,2024-09-26,191.16000366210938,194.52999877929688,189.5399932861328,194.30999755859375,36334900,192.5500030517578,192.62600402832032,191.93852793157834,191.61215000670103,AMZN
146,2024-09-27,187.97000122070312,190.89999389648438,187.33999633789062,190.67999267578125,36002300,190.55333455403647,191.9000030517578,189.95426457614073,190.3981004113684,AMZN
147,2024-09-30,186.3300018310547,188.49000549316406,184.64999389648438,187.13999938964844,41583900,188.4866689046224,190.39000244140624,188.14213320359772,189.04206755126384,AMZN
148,2024-10-01,185.1300048828125,186.19000244140625,183.4499969482422,184.89999389648438,36044900,186.47666931152344,188.6240020751953,186.6360690432051,187.73804666178006,AMZN
149,2024-10-02,184.75999450683594,186.60000610351562,184.0399932861328,184.44000244140625,23704100,185.40666707356772,187.07000122070312,185.69803177502052,186.74536261013202,AMZN
150,2024-10-03,181.9600067138672,183.44000244140625,180.8800048828125,183.0500030517578,30204300,183.95000203450522,185.2300018310547,183.82901924444386,185.15024397804376,AMZN
151,2024-10-04,186.50999450683594,187.60000610351562,183.60000610351562,185.75,40890300,184.40999857584634,184.93800048828126,185.1695068756399,185.60349415430784,AMZN
152,2024-10-07,180.8000030517578,183.60000610351562,180.25,182.9499969482422,42364200,183.09000142415366,183.83200073242188,182.98475496369886,184.00233045345783,AMZN
153,2024-10-08,182.72000122070312,183.08999633789062,180.9199981689453,181.9199981689453,26372100,183.34333292643228,183.35,182.85237809220098,183.57488737587295,AMZN
154,2024-10-09,185.1699981689453,185.85000610351562,182.0500030517578,182.82000732421875,26343100,182.89666748046875,183.43200073242187,184.01118813057315,184.10659097356375,AMZN
155,2024-10-10,186.64999389648438,188.1300048828125,185.8300018310547,187.1300048828125,27785000,184.84666442871094,184.3699981689453,185.33059101352876,184.95439194787065,AMZN
156,2024-10-11,188.82000732421875,189.92999267578125,186.3000030517578,186.6300048828125,25751600,186.87999979654947,184.83200073242188,187.07529916887376,186.24293040665336,AMZN
157,2024-10-14,187.5399932861328,189.8300018310547,187.36000061035156,189.77999877929688,22614400,187.6699981689453,186.17999877929688,187.30764622750328,186.67528469981318,AMZN
158,2024-10-15,187.69000244140625,188.41000366210938,184.5800018310547,187.6300048828125,32178900,188.01666768391928,187.1739990234375,187.49882433445475,187.01352394701087,AMZN
159,2024-10-16,186.88999938964844,187.77999877929688,185.61000061035156,187.0500030517578,23456800,187.37333170572916,187.51799926757812,187.1944118620516,186.97234909455673,AMZN
160,2024-10-17,187.52999877929688,188.94000244140625,186.0,188.22000122070312,25039400,187.37000020345053,187.69400024414062,187.36220532067424,187.15823232280346,AMZN
161,2024-10-18,188.99000549316406,190.74000549316406,186.27999877929688,187.14999389648438,37417700,187.80333455403647,187.72799987792968,188.17610540691913,187.76882337959034,AMZN
162,2024-10-21,189.07000732421875,189.4600067138672,186.39999389648438,188.0500030517578,24639400,188.5300038655599,188.03400268554688,188.62305636556894,188.20255136113315,AMZN
163,2024-10-22,189.6999969482422,191.52000427246094,186.97999572753906,188.35000610351562,29650600,189.25333658854166,188.43600158691407,189.16152665690555,188.7016998901695,AMZN
164,2024-10-23,184.7100067138672,189.16000366210938,183.69000244140625,188.85000610351562,31937100,187.82667032877603,188.0000030517578,186.93576668538637,187.37113549806872,AMZN
165,2024-10-24,186.3800048828125,187.11000061035156,183.86000061035156,185.25,21647400,186.93000284830728,187.77000427246094,186.65788578409945,187.04075862631666,AMZN
166,2024-10-25,187.8300018310547,190.4499969482422,187.52999877929688,187.85000610351562,29362100,186.30667114257812,187.53800354003906,187.24394380757707,187.30383969456267,AMZN
167,2024-10-28,188.38999938964844,190.2100067138672,188.2100067138672,189.57000732421875,27930800,187.53333536783853,187.402001953125,187.81697159861275,187.66589292625792,AMZN
168,2024-10-29,190.8300018310547,191.4600067138672,187.82000732421875,188.5800018310547,35690200,189.01666768391928,187.6280029296875,189.32348671483373,188.7205958945235,AMZN
169,2024-10-30,192.72999572753906,195.61000061035156,192.4199981689453,194.6999969482422,37707600,190.6499989827474,189.23200073242188,191.0267412211864,190.0570625055287,AMZN
170,2024-10-31,186.39999389648438,190.60000610351562,185.22999572753906,190.50999450683594,75146800,189.98666381835938,189.23599853515626,188.7133675588354,188.83803963584728,AMZN
171,2024-11-01,197.92999267578125,200.5,197.02000427246094,199.0,99687800,192.35332743326822,191.25599670410156,193.32168011730832,191.86869064915862,AMZN
172,2024-11-04,195.77999877929688,197.3300018310547,194.30999755859375,196.4499969482422,38492100,193.3699951171875,192.73399658203124,194.5508394483026,193.17246002587137,AMZN
173,2024-11-05,199.5,199.82000732421875,195.99000549316406,196.0399932861328,30564800,197.73666381835938,194.4679962158203,197.0254197241513,195.2816400172476,AMZN
174,2024-11-06,207.08999633789062,207.5500030517578,199.13999938964844,200.00999450683594,72292200,200.78999837239584,197.33999633789062,202.05770803102098,199.2177587907953,AMZN
175,2024-11-07,210.0500030517578,212.25,207.19000244140625,207.44000244140625,52878400,205.54666646321616,202.06999816894532,206.0538555413894,202.82850687778284,AMZN
